f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,num,validation
房地产开发住宅投资额(亿元),中国公民收养登记数(件),内地居民登记结婚(万对),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),基层医疗卫生机构床位数(万张),林业总产值指数(上年=100)(%),公路旅客周转量(亿人公里),469,0.678331774677
全社会住宅投资(亿元),国内外观设计专利申请受理量(项),中等职业学校招生数(万人),政府办医院病床工作日(日),特殊教育招生数(万人),艺术表演团体机构数(个),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),城镇单位就业人员平均工资(元),公路旅客周转量(亿人公里),2110,0.678297174495
教育城镇单位就业人员工资总额(亿元),中国公民收养登记数(件),普通小学招生数(万人),政府办医院病床工作日(日),乡镇数(个),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),林业总产值指数(上年=100)(%),国有建筑业房屋施工面积(万平方米),2509,0.678257532434
住宅商品房销售面积(万平方米),建筑业企业从业人员(万人),内地居民登记结婚(万对),政府办医院病床使用率(%),自动气象站站点个数(个),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),新注册民用中型载客汽车拥有量(万辆),城镇居民基本医疗保险年末参保人数(万人),30,0.678257254054
房地产开发企业其他用途新开工房屋面积(万平方米),建筑业城镇单位就业人员工资总额(亿元),普通小学教职工数(万人),小学生师比(教师人数=1),乡镇数(个),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),乡村医生和卫生员数(万人),林业总产值指数(上年=100)(%),社会组织女性职工人数(人),1221,0.6782564054
房地产业固定资产投资(不含农户)(亿元),国内外观设计专利申请受理量(项),中等职业学校获得职业资格证书毕业生数(万人),政府办医院病床使用率(%),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),镇数(个),林业总产值指数(上年=100)(%),社会组织女性职工人数(人),1352,0.678227062998
地方财政医疗卫生支出(亿元),家庭儿童收养登记总数(件),普通高中专任教师数(万人),政府办医院病床使用率(%),其他办的村卫生室个数(个),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),城镇单位就业人员平均工资(元),普通高等学校无职称专任教师数(万人),2551,0.678207542196
全社会住宅投资(亿元),中国公民收养登记数(件),初中学校数(所),政府办医院病床使用率(%),特殊教育在校学生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),城镇单位就业人员平均工资(元),福利彩票提取公益金(亿元),382,0.678185019579
房地产住宅投资(亿元),中国公民收养登记数(件),中等职业学校预计毕业生数(万人),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),城镇单位就业人员平均工资(元),城镇居民基本医疗保险年末参保人数(万人),93,0.678175968188
房地产开发住宅投资额(亿元),内资建筑业企业从业人员(万人),乡村人口(万人),政府办医院病床使用率(%),特殊教育毕业生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),城镇单位就业人员平均工资(元),城镇居民基本医疗保险年末参保人数(万人),2876,0.678108865259
教育城镇单位就业人员工资总额(亿元),国内外观设计专利申请受理量(项),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),自动气象站站点个数(个),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),城镇单位就业人员平均工资(元),公路旅客周转量(亿人公里),906,0.678086873957
固定资产投资(不含农户)住宅施工面积(万平方米),建筑业企业从业人员(万人),初中毕业生数(万人),政府办医院病床工作日(日),乡镇数(个),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),办公楼销售额(亿元),城镇居民医疗保险基金收入(万元),2711,0.678085336291
新注册民用汽车拥有量(万辆),建筑业城镇单位就业人员工资总额(亿元),普通高中专任教师数(万人),小学生师比(教师人数=1),乡镇数(个),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金收入(万元),2896,0.677847899619
房地产开发企业住宅新开工房屋面积(万平方米),内资建筑业企业从业人员(万人),普通小学专任教师数(万人),政府办医院病床工作日(日),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),农村卫生机构床位数(万张),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金支出(万元),1215,0.677747329419
房地产开发住宅投资额(亿元),内资建筑业企业从业人员(万人),普通小学毕业生数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),村民委员会职工人数(人),林业总产值指数(上年=100)(%),公共图书馆参观展览人次(万人次),929,0.677739874452
全社会固定资产投资中其他资金(亿元),中国公民收养登记数(件),中等职业学校在校学生数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),村民委员会数(个),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金累计结余(万元),485,0.677733037663
全社会住宅投资(亿元),建筑业城镇单位就业人员(万人),普通小学教职工数(万人),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),福利彩票销售额(亿元),6,0.677613227732
房地产住宅投资(亿元),国内外观设计专利申请受理量(项),中等职业学校在校学生数(万人),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),城镇单位就业人员平均工资(元),福利彩票提取公益金(亿元),56,0.677603400091
房地产住宅投资(亿元),建筑业城镇单位就业人员(万人),普通高中学校数(所),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),办公楼销售额(亿元),城镇居民基本医疗保险年末参保人数(万人),1006,0.677550686703
建筑业增加值(亿元),建筑业城镇单位就业人员工资总额(亿元),普通高中教职工数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),办公楼销售额(亿元),城镇居民医疗保险基金收入(万元),1584,0.677545761156
全社会固定资产投资中其他资金(亿元),内资建筑业企业从业人员(万人),入院人数(万人),小学生师比(教师人数=1),国有城镇单位就业人员工资总额指数(上年=100),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),城镇单位就业人员平均工资(元),社会组织女性职工人数(人),1603,0.677505378955
内资房地产开发企业个数(个),国内外观设计专利申请受理量(项),普通小学教职工数(万人),政府办医院病床工作日(日),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),基层医疗卫生机构床位数(万张),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金支出(万元),2840,0.677445230898
房地产业全社会固定资产投资(亿元),内资建筑业企业从业人员(万人),新注册民用轻型载货汽车拥有量(万辆),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),村民委员会数(个),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金收入(万元),1194,0.677432612107
1-5亿元房地产开发投资额(亿元),国内外观设计专利申请受理量(项),普通高中毕业生数(万人),政府办医院病床工作日(日),特殊教育在校学生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),福利彩票提取公益金(亿元),2855,0.677373528399
全社会固定资产投资中其他资金(亿元),建筑业城镇单位就业人员(万人),入院人数(万人),政府办医院病床使用率(%),特殊教育在校学生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),公路旅客周转量(亿人公里),1024,0.677368685989
公路客运量(万人),内资建筑业企业从业人员(万人),普通小学教职工数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),村民委员会数(个),办公楼销售额(亿元),福利彩票提取公益金(亿元),3084,0.677337270445
内资房地产开发企业个数(个),国内外观设计专利申请受理量(项),普通小学教职工数(万人),政府办医院病床工作日(日),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),基层医疗卫生机构床位数(万张),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金支出(万元),2841,0.677319610237
1-5亿元房地产开发投资额(亿元),内资建筑业企业从业人员(万人),普通高中在校学生数(万人),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),乡村医生和卫生员数(万人),林业总产值指数(上年=100)(%),公路旅客周转量(亿人公里),1050,0.677294146294
教育城镇单位就业人员工资总额(亿元),建筑业城镇单位就业人员(万人),普通小学毕业生数(万人),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),城镇居民基本医疗保险年末参保人数(万人),1056,0.677141400296
房屋施工面积(万平方米),建筑业城镇单位就业人员(万人),医疗卫生机构出院人数(万人),小学生师比(教师人数=1),乡镇数(个),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),普通高等学校无职称专任教师数(万人),1865,0.67701465609
房地产业全社会固定资产投资(亿元),国内外观设计专利申请受理量(项),中等职业学校招生数(万人),小学生师比(教师人数=1),乡镇数(个),艺术表演团体机构数(个),鲜菜类居民消费价格指数(上年=100),镇数(个),办公楼销售额(亿元),福利彩票提取公益金(亿元),2199,0.676963211232
全社会住宅投资(亿元),国内外观设计专利申请受理量(项),中等职业学校招生数(万人),政府办医院病床使用率(%),特殊教育在校学生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),林业总产值指数(上年=100)(%),公路旅客周转量(亿人公里),496,0.676747931308
房地产开发企业住宅新开工房屋面积(万平方米),建筑业城镇单位就业人员(万人),初中在校学生数(万人),政府办医院病床工作日(日),特殊教育在校学生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),镇数(个),林业总产值指数(上年=100)(%),福利彩票提取公益金(亿元),2769,0.676733018345
地方财政医疗卫生支出(亿元),国内外观设计专利申请授权量(项),乡村人口(万人),政府办医院病床使用率(%),国有城镇单位就业人员工资总额指数(上年=100),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),城镇单位就业人员平均工资(元),城镇居民基本医疗保险年末参保人数(万人),2868,0.676630238727
房地产开发住宅投资额(亿元),建筑业城镇单位就业人员(万人),结婚登记(万对),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),基层医疗卫生机构床位数(万张),办公楼销售额(亿元),城镇居民基本医疗保险年末参保人数(万人),1265,0.676588923454
住宅房屋施工面积(万平方米),国内外观设计专利申请受理量(项),普通高中毕业生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),自治组织单位数(个),城镇单位就业人员平均工资(元),福利彩票提取公益金(亿元),375,0.67658852849
教育城镇单位就业人员工资总额(亿元),内资建筑业企业从业人员(万人),初中在校学生数(万人),政府办医院病床使用率(%),机动脱粒机数量(台),艺术表演团体机构数(个),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),城镇单位就业人员平均工资(元),福利彩票提取公益金(亿元),2433,0.676564992187
房地产业固定资产投资(不含农户)(亿元),建筑业城镇单位就业人员工资总额(亿元),普通小学招生数(万人),政府办医院病床工作日(日),其他办的村卫生室个数(个),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),社会组织女性职工人数(人),2876,0.676471578458
房地产业固定资产投资(不含农户)(亿元),中国公民收养登记数(件),蔬菜播种面积(千公顷),政府办医院病床使用率(%),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),镇数(个),林业总产值指数(上年=100)(%),社会组织女性职工人数(人),1354,0.676409003668
房屋施工面积(万平方米),中国公民收养登记数(件),普通小学学校数(所),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),农村卫生机构床位数(万张),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金累计结余(万元),2768,0.676350548495
1-5亿元房地产开发投资额(亿元),建筑业企业从业人员(万人),初中学校数(所),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),社会组织女性职工人数(人),1993,0.675995689924
住宅房屋施工面积(万平方米),中国公民收养登记数(件),普通高中在校学生数(万人),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),城镇居民基本医疗保险年末参保人数(万人),369,0.675956945754
教育城镇单位就业人员工资总额(亿元),内资建筑业企业从业人员(万人),中等职业学校毕业生数(万人),政府办医院病床工作日(日),乡镇数(个),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),林业总产值指数(上年=100)(%),公共图书馆参观展览人次(万人次),2491,0.675829612646
教育城镇单位就业人员工资总额(亿元),中国公民收养登记数(件),初中学校数(所),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),城镇居民基本医疗保险年末参保人数(万人),357,0.675760494911
教育城镇单位就业人员工资总额(亿元),建筑业企业从业人员(万人),初中学校数(所),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),社会组织女性职工人数(人),1997,0.675648714522
固定资产投资(不含农户)房屋施工面积(万平方米),建筑业城镇单位就业人员工资总额(亿元),内地居民初婚登记(万人),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金支出(万元),1836,0.675491613524
房地产开发企业住宅新开工房屋面积(万平方米),国内外观设计专利申请受理量(项),医疗卫生机构出院人数(万人),政府办医院病床使用率(%),特殊教育毕业生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金收入(万元),2848,0.675403321768
住宅房屋施工面积(万平方米),建筑业城镇单位就业人员(万人),普通小学学校数(所),政府办医院病床使用率(%),特殊教育在校学生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),乡村医生和卫生员数(万人),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金收入(万元),1651,0.675284713164
房地产开发住宅投资额(亿元),建筑业城镇单位就业人员工资总额(亿元),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),城镇单位就业人员平均工资(元),公路旅客周转量(亿人公里),775,0.675239194914
1-5亿元房地产开发投资额(亿元),中国公民收养登记数(件),普通高等学校专科招生数(万人),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),村民委员会职工人数(人),新注册民用中型载客汽车拥有量(万辆),社会组织女性职工人数(人),1545,0.675121109551
房地产业全社会固定资产投资(亿元),国内外观设计专利申请受理量(项),结婚登记(万对),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),镇数(个),办公楼销售额(亿元),福利彩票提取公益金(亿元),2208,0.675107574574
房地产业全社会固定资产投资(亿元),家庭儿童收养登记总数(件),乡村人口(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),村民委员会单位数(个),城镇单位就业人员平均工资(元),社会组织女性职工人数(人),425,0.675090390458
全社会住宅投资(亿元),建筑业城镇单位就业人员(万人),中等职业学校在校学生数(万人),政府办医院病床使用率(%),特殊教育毕业生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),公路旅客周转量(亿人公里),346,0.675065795769
房地产开发企业住宅新开工房屋面积(万平方米),内资建筑业企业从业人员(万人),普通小学教职工数(万人),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),城镇单位就业人员平均工资(元),福利彩票提取公益金(亿元),2445,0.675018419063
新注册民用小型载客汽车拥有量(万辆),建筑业企业从业人员(万人),初中招生数(万人),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),自治组织单位数(个),办公楼销售额(亿元),福利彩票销售额(亿元),901,0.675013094021
商品房销售面积(万平方米),国内外观设计专利申请授权量(项),普通小学教职工数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),村民委员会数(个),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金累计结余(万元),2248,0.674916277719
固定资产投资(不含农户)住宅施工面积(万平方米),建筑业城镇单位就业人员工资总额(亿元),医疗卫生机构门诊健康检查人数(万人),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),林业总产值指数(上年=100)(%),城镇居民医疗保险基金收入(万元),1183,0.674867935173
固定资产投资(不含农户)房屋施工面积(万平方米),家庭儿童收养登记总数(件),内地居民登记结婚(万对),小学生师比(教师人数=1),国有城镇单位就业人员工资总额指数(上年=100),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),基层医疗卫生机构床位数(万张),林业总产值指数(上年=100)(%),公路旅客周转量(亿人公里),473,0.674768036122
固定资产投资(不含农户)其他资金(亿元),家庭儿童收养登记总数(件),乡村人口(万人),小学生师比(教师人数=1),国有城镇单位就业人员工资总额指数(上年=100),艺术表演团体机构数(个),鲜菜类居民消费价格指数(上年=100),自治组织单位数(个),林业总产值指数(上年=100)(%),城镇居民医疗保险基金收入(万元),449,0.674746449263
房地产业全社会固定资产投资(亿元),建筑业城镇单位就业人员工资总额(亿元),中等职业学校毕业生数(万人),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),村民委员会数(个),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金收入(万元),1192,0.674703051546
教育城镇单位就业人员工资总额(亿元),内资建筑业企业从业人员(万人),乡村人口(万人),政府办医院病床工作日(日),乡镇数(个),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),林业总产值指数(上年=100)(%),国有建筑业房屋施工面积(万平方米),2496,0.674672248562
固定资产投资(不含农户)住宅施工面积(万平方米),家庭儿童收养登记总数(件),普通高中毕业生数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体机构数(个),鲜菜类居民消费价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),城镇居民医疗保险基金支出(万元),3140,0.674598380087
建筑业增加值(亿元),中国公民收养登记数(件),普通小学学校数(所),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),城镇居民基本医疗保险年末参保人数(万人),364,0.674561487363
公路客运量(万人),建筑业城镇单位就业人员工资总额(亿元),乡村人口(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),乡村医生和卫生员数(万人),新注册民用中型载客汽车拥有量(万辆),城镇居民基本医疗保险年末参保人数(万人),1264,0.674477120909
房地产开发企业住宅新开工房屋面积(万平方米),家庭儿童收养登记总数(件),普通高中学校数(所),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),基层医疗卫生机构床位数(万张),城镇单位就业人员平均工资(元),福利彩票提取公益金(亿元),556,0.674326087731
教育城镇单位就业人员工资总额(亿元),国内外观设计专利申请受理量(项),普通小学在校学生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),基层医疗卫生机构床位数(万张),新注册民用中型载客汽车拥有量(万辆),城镇居民基本医疗保险年末参保人数(万人),1914,0.674315365158
内资房地产开发企业个数(个),建筑业企业从业人员(万人),内地居民初婚登记(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),村民委员会单位数(个),办公楼销售额(亿元),国有建筑业房屋施工面积(万平方米),236,0.674287202185
全社会住宅投资(亿元),中国公民收养登记数(件),初中学校数(所),政府办医院病床使用率(%),特殊教育在校学生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),乡村医生和卫生员数(万人),城镇单位就业人员平均工资(元),国有建筑业房屋施工面积(万平方米),384,0.674218188703
固定资产投资(不含农户)住宅施工面积(万平方米),建筑业城镇单位就业人员工资总额(亿元),医疗卫生机构门诊健康检查人数(万人),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体机构数(个),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),林业总产值指数(上年=100)(%),社会组织女性职工人数(人),1179,0.674161633721
房地产住宅投资(亿元),建筑业城镇单位就业人员工资总额(亿元),中等职业学校获得职业资格证书毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),乡村医生和卫生员数(万人),新注册民用中型载客汽车拥有量(万辆),城镇居民基本医疗保险年末参保人数(万人),656,0.6740811513
房地产业全社会固定资产投资(亿元),内资建筑业企业从业人员(万人),新注册民用轻型载货汽车拥有量(万辆),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),村民委员会数(个),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金收入(万元),1195,0.673893949451
房地产开发企业住宅新开工房屋面积(万平方米),国内外观设计专利申请受理量(项),新注册民用载货汽车拥有量(万辆),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),农村卫生机构床位数(万张),新注册民用中型载客汽车拥有量(万辆),公共图书馆参观展览人次(万人次),1212,0.673561589295
固定资产投资(不含农户)其他资金(亿元),建筑业城镇单位就业人员工资总额(亿元),普通小学在校学生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),农村集中供养五保人数(万人),城镇单位就业人员平均工资(元),城镇居民医疗保险基金收入(万元),1538,0.673429932369
房地产开发企业其他用途新开工房屋面积(万平方米),中国公民收养登记数(件),结婚登记(万对),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),城镇居民基本医疗保险年末参保人数(万人),353,0.673419351239
新注册民用小型载客汽车拥有量(万辆),建筑业企业从业人员(万人),乡村人口(万人),政府办医院病床工作日(日),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),村民委员会数(个),城镇单位就业人员平均工资(元),城镇居民医疗保险基金支出(万元),2859,0.673324253828
新注册民用小型载客汽车拥有量(万辆),建筑业城镇单位就业人员(万人),初中学校数(所),小学生师比(教师人数=1),乡镇数(个),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),公共图书馆参观展览人次(万人次),1404,0.67316226883
房地产业固定资产投资(不含农户)(亿元),国内外观设计专利申请受理量(项),内地居民初婚登记(万人),政府办医院病床使用率(%),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),镇数(个),林业总产值指数(上年=100)(%),社会组织女性职工人数(人),1351,0.673046606359
内资房地产开发企业个数(个),中国公民收养登记数(件),乡村人口(万人),政府办医院病床工作日(日),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),村民委员会数(个),城镇单位就业人员平均工资(元),城镇居民医疗保险基金支出(万元),2858,0.672888599005
固定资产投资(不含农户)住宅施工面积(万平方米),内资建筑业企业从业人员(万人),初中毕业生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体机构数(个),鲜菜类居民消费价格指数(上年=100),镇数(个),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金支出(万元),3130,0.672885660136
新注册民用汽车拥有量(万辆),家庭儿童收养登记总数(件),入院人数(万人),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会数(个),办公楼销售额(亿元),城镇居民基本医疗保险年末参保人数(万人),514,0.672701413124
房屋施工面积(万平方米),建筑业城镇单位就业人员工资总额(亿元),中等职业学校获得职业资格证书毕业生数(万人),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),国有建筑业房屋施工面积(万平方米),2522,0.672695770335
餐饮业企业所有者权益合计(亿元),家庭儿童收养登记总数(件),内地居民初婚登记(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),新注册民用中型载客汽车拥有量(万辆),公路旅客周转量(亿人公里),1820,0.672665570211
房地产业全社会固定资产投资(亿元),建筑业城镇单位就业人员(万人),入院人数(万人),政府办医院病床使用率(%),机动脱粒机数量(台),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),普通高等学校无职称专任教师数(万人),1027,0.672564219373
客运量(万人),建筑业城镇单位就业人员(万人),中等职业学校招生数(万人),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),村民委员会数(个),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),1873,0.67250176723
教育城镇单位就业人员工资总额(亿元),家庭儿童收养登记总数(件),普通高中专任教师数(万人),政府办医院病床工作日(日),乡镇数(个),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),林业总产值指数(上年=100)(%),国有建筑业房屋施工面积(万平方米),2507,0.672463640629
